tourney_id,tourney_name,match_id,winner_name,loser_name
1913-580,Australian Open,7,Harry Alabaster Parker,Roy Taylor
1913-580,Australian Open,8,Ernie Parker,Harry Alabaster Parker
1913-D001,Davis Cup WG QF: USA vs ANZ,1,Maurice Mcloughlin,Horace Rice
1913-D001,Davis Cup WG QF: USA vs ANZ,2,Richard Norris Williams,Stanley Norwood Doust
1913-D001,Davis Cup WG QF: USA vs ANZ,4,Maurice Mcloughlin,Stanley Norwood Doust
1913-D001,Davis Cup WG QF: USA vs ANZ,5,Richard Norris Williams,Horace Rice
1913-D002,Davis Cup WG SF: CAN vs BEL,1,Robert Powell,Paul De Borman
1913-D002,Davis Cup WG SF: CAN vs BEL,2,Bernard Schwengers,Georges Watson
1913-D002,Davis Cup WG SF: CAN vs BEL,4,Bernard Schwengers,Paul De Borman
1913-D003,Davis Cup WG QF: RSA vs CAN,1,Robert Powell, Rf Le Sueur
1913-D003,Davis Cup WG QF: RSA vs CAN,2,Victor Gauntlett,Bernard Schwengers
1913-D003,Davis Cup WG QF: RSA vs CAN,4,Robert Powell,Victor Gauntlett
1913-D003,Davis Cup WG QF: RSA vs CAN,5,Bernard Schwengers, Rf Le Sueur
1913-D004,Davis Cup WG F: USA vs CAN,1,Richard Norris Williams,Bernard Schwengers
1913-D004,Davis Cup WG F: USA vs CAN,2,Maurice Mcloughlin,Robert Powell
1913-D005,Davis Cup WG QF: GER vs FRA,1,Oscar Kreuzer,Andrea Maurice Henri Gobert
1913-D005,Davis Cup WG QF: GER vs FRA,2,Max Decugis,Friedrich Wilhelm Rahe
1913-D005,Davis Cup WG QF: GER vs FRA,4,Oscar Kreuzer,Max Decugis
1913-D005,Davis Cup WG QF: GER vs FRA,5,Friedrich Wilhelm Rahe,Andrea Maurice Henri Gobert
1913-D006,Davis Cup WG CR: GBR vs USA,1,James Cecil Parke,Maurice Mcloughlin
1913-D006,Davis Cup WG CR: GBR vs USA,2,Richard Norris Williams,Charles Percy Dixon
1913-D006,Davis Cup WG CR: GBR vs USA,4,Maurice Mcloughlin,Charles Percy Dixon
1913-D006,Davis Cup WG CR: GBR vs USA,5,James Cecil Parke,Richard Norris Williams
1913-D007,Davis Cup WG SF: USA vs GER,1,Richard Norris Williams,Oscar Kreuzer
1913-D007,Davis Cup WG SF: USA vs GER,2,Maurice Mcloughlin,Otto Froitzheim
1913-D007,Davis Cup WG SF: USA vs GER,4,Richard Norris Williams,Otto Froitzheim
1913-D007,Davis Cup WG SF: USA vs GER,5,Wallace Johnson,Oscar Kreuzer
1914-540,Wimbledon,1,James Cecil Parke,Charles Percy Dixon
1914-540,Wimbledon,2,Francis Gordon Lowe,Sydney Montague Jacob
1914-540,Wimbledon,3,Thomas B Nicholson,A Weatherhead
1914-540,Wimbledon,4,Neville Willford,William Percy Pinckney
1914-540,Wimbledon,5,Cedric O Scott,F Good
1914-540,Wimbledon,6,Rh Hotham,Ej Whitall
1914-540,Wimbledon,7,H Cyril Eltringham,Heinrich Kleinschroth
1914-540,Wimbledon,8,Theodore Michel Mavrogordato,Oswald Graham Noel Turnbull
1914-540,Wimbledon,9,Sydney J Watts,Baron G Franckenstein
1914-540,Wimbledon,10,Cecil John Tindell Green,Roderick James Mcnair
1914-540,Wimbledon,11,Stanley Norwood Doust,E Stanley Franklin
1914-540,Wimbledon,12,Maurice Germot,H Amphlett Davis
1914-540,Wimbledon,13,A Moss,Robert Matthew Kidston
1914-540,Wimbledon,14,Charles Francois Simond,Alfred C Hunter
1914-540,Wimbledon,15,George Stoddart,Je Boyd
1914-540,Wimbledon,16,Louis Maria Heyden,L Harvey
1914-540,Wimbledon,17,Mark Day Hick,Rf Baird
1914-540,Wimbledon,18,Hm Robin,Et Barnard
1914-540,Wimbledon,19,Alfred Wallace Dunlop,Henry Wilson Fox
1914-540,Wimbledon,20,Rwf Harding,Cyril Newton Thompson
1914-540,Wimbledon,21,Erik Ackenholt Larsen,Charles Gouldesborough
1914-540,Wimbledon,22,R Douglas Watson,Ed Yeomans
1914-540,Wimbledon,23,A J Jimenez,Charles Arthur Orpen Tuckey
1914-540,Wimbledon,24,Harold Issidro Tower Aitken,R Somers Lewis
1914-540,Wimbledon,25,Max Decugis,Sf Thol
1914-540,Wimbledon,26,Percival May Davson,Td Stoward
1914-540,Wimbledon,27,Peter Hicks,Fw Last
1914-540,Wimbledon,28,Aj Ross,Percy Vivian Joseph Tabbush
1914-540,Wimbledon,29,Alfred Ernest Crawley,Harold Scotter Owen
1914-540,Wimbledon,30,Jb Ward,Ls Lee
1914-540,Wimbledon,31,Fritz W Goldberg,Jd Fuller
1914-540,Wimbledon,32,Am Cooper,Ea Stoner
1914-540,Wimbledon,33,John Mason Flavelle,Charles Richard Delabere Pritchett
1914-540,Wimbledon,34,Ernest George Parton,Arthur Ferdinand Yencken
1914-540,Wimbledon,35,Alfred Ernest Beamish,Ew Timmis
1914-540,Wimbledon,36,Algie Kingscote,Wd Barber
1914-540,Wimbledon,37,Wentworth Gore,George Alan Thomas
1914-540,Wimbledon,38,Frank H Jarvis,Robert C Spies
1914-540,Wimbledon,39,Royden Englefield Ashden Dash,Ch Hole
1914-540,Wimbledon,40,Otto Froitzheim,Hope Crisp
1914-540,Wimbledon,41,Arthur Holden Lowe,B Wood Hill
1914-540,Wimbledon,42,Craig Biddle,Lgo Woodhouse
1914-540,Wimbledon,43,George Aristides Caridia Karidias,Samuel Ernest Charlton
1914-540,Wimbledon,44,Richard Mk Turnbull,Jg Bill
1914-540,Wimbledon,45,James Cecil Parke,George Townshend Candy Watt
1914-540,Wimbledon,46,Francis Gordon Lowe,Thomas B Nicholson
1914-540,Wimbledon,47,Cedric O Scott,Neville Willford
1914-540,Wimbledon,48,H Cyril Eltringham,Rh Hotham
1914-540,Wimbledon,49,Theodore Michel Mavrogordato,Sydney J Watts
1914-540,Wimbledon,50,Stanley Norwood Doust,Cecil John Tindell Green
1914-540,Wimbledon,51,Maurice Germot,A Moss
1914-540,Wimbledon,52,George Stoddart,Charles Francois Simond
1914-540,Wimbledon,53,Louis Maria Heyden,Mark Day Hick
1914-540,Wimbledon,54,Alfred Wallace Dunlop,Hm Robin
1914-540,Wimbledon,55,Erik Ackenholt Larsen,Rwf Harding
1914-540,Wimbledon,56,R Douglas Watson,A J Jimenez
1914-540,Wimbledon,57,Percival May Davson,Peter Hicks
1914-540,Wimbledon,58,Fritz W Goldberg,Jb Ward
1914-540,Wimbledon,59,John Mason Flavelle,Am Cooper
1914-540,Wimbledon,60,Alfred Ernest Beamish,Ernest George Parton
1914-540,Wimbledon,61,Wentworth Gore,Algie Kingscote
1914-540,Wimbledon,62,Frank H Jarvis,Htl Speer
1914-540,Wimbledon,63,Ernest H Pooley,Alfred Ernest Crawley
1914-540,Wimbledon,64,Walter Cecil Crawley,Aj Ross
1914-540,Wimbledon,65,Ce Leonard Lyle,Aw Davson
1914-540,Wimbledon,66,William L Clements,William Alfred Ingram
1914-540,Wimbledon,67,Norman Everard Brookes,Lf Davin
1914-540,Wimbledon,68,Cs Gordon Smith,Paul De Borman
1914-540,Wimbledon,69,Max Decugis,Harold Issidro Tower Aitken
1914-540,Wimbledon,70,Major Josiah George Ritchie,Herbert Roper Barrett
1914-540,Wimbledon,71,Otto Froitzheim,Royden Englefield Ashden Dash
1914-540,Wimbledon,72,Arthur Holden Lowe,Craig Biddle
1914-540,Wimbledon,73,George Aristides Caridia Karidias,Richard Mk Turnbull
1914-540,Wimbledon,74,James Cecil Parke,Francis Gordon Lowe
1914-540,Wimbledon,75,Cedric O Scott,H Cyril Eltringham
1914-540,Wimbledon,76,Theodore Michel Mavrogordato,Stanley Norwood Doust
1914-540,Wimbledon,77,Maurice Germot,George Stoddart
1914-540,Wimbledon,78,Alfred Wallace Dunlop,Louis Maria Heyden
1914-540,Wimbledon,79,R Douglas Watson,Erik Ackenholt Larsen
1914-540,Wimbledon,80,Percival May Davson,Max Decugis
1914-540,Wimbledon,81,Walter Cecil Crawley,Fritz W Goldberg
1914-540,Wimbledon,82,Alfred Ernest Beamish,John Mason Flavelle
1914-540,Wimbledon,83,Wentworth Gore,Frank H Jarvis
1914-540,Wimbledon,84,Ce Leonard Lyle,Ernest H Pooley
1914-540,Wimbledon,85,William L Clements,Cs Gordon Smith
1914-540,Wimbledon,86,Norman Everard Brookes,Major Josiah George Ritchie
1914-540,Wimbledon,87,Otto Froitzheim,Arthur Holden Lowe
1914-540,Wimbledon,88,James Cecil Parke,George Aristides Caridia Karidias
1914-540,Wimbledon,89,Theodore Michel Mavrogordato,Cedric O Scott
1914-540,Wimbledon,90,Maurice Germot,Alfred Wallace Dunlop
1914-540,Wimbledon,91,Percival May Davson,R Douglas Watson
1914-540,Wimbledon,92,Alfred Ernest Beamish,Walter Cecil Crawley
1914-540,Wimbledon,93,Wentworth Gore,Ce Leonard Lyle
1914-540,Wimbledon,94,Norman Everard Brookes,William L Clements
1914-540,Wimbledon,95,Otto Froitzheim,James Cecil Parke
1914-540,Wimbledon,96,Theodore Michel Mavrogordato,Maurice Germot
1914-540,Wimbledon,97,Alfred Ernest Beamish,Percival May Davson
1914-540,Wimbledon,98,Norman Everard Brookes,Wentworth Gore
1914-540,Wimbledon,99,Otto Froitzheim,Theodore Michel Mavrogordato
1914-540,Wimbledon,100,Norman Everard Brookes,Alfred Ernest Beamish
1914-540,Wimbledon,101,Norman Everard Brookes,Otto Froitzheim
1914-540,Wimbledon,102,Norman Everard Brookes,Tony Wilding
1914-560,US Open,1,Basil Wagner,George Lawson Wrenn
1914-560,US Open,2,George Achelis,Ewing Stille
1914-560,US Open,3,Thomas Suffern Tailer,Jc Waterbury
1914-560,US Open,4,Iw Geary Jr,Fp Magoun Jr
1914-560,US Open,5,Harry A Mackinney,Rd Gatewood
1914-560,US Open,6,Leonard A Beekman,Am Kidder
1914-560,US Open,7,Jc Devereux,Charles S Beck
1914-560,US Open,8,Fs Marden Jr,Richard H Palmer
1914-560,US Open,9,Frederick T Frelinghuysen,Hm Webber
1914-560,US Open,10,Raymond Demerest Little,William Blair
1914-560,US Open,11,Bc Hoppin,Fr Budlong
1914-560,US Open,12,Harry C Johnson,Jrr Carpenter Jr
1914-560,US Open,13,Frederick C Inman,Louis H Hobbs
1914-560,US Open,14,William Dickson Cunningham,Norman G Johnson
1914-560,US Open,15,Edward H Whitney,Rb Weeden
1914-560,US Open,16,W E Heyl Jr,Jp Jackson
1914-560,US Open,17,Gustav F Touchard,Edward F Torrey
1914-560,US Open,18,G Roberts,Lc Jennings
1914-560,US Open,19,Elia F Fottrell,Abbott Phillips
1914-560,US Open,20,Hg Simmons,S Hoffman
1914-560,US Open,21,Clinton L Childs,Kenneth Stern
1914-560,US Open,22,Dean Mathey,W Vincent Astor
1914-560,US Open,23,Js Brown Jr,A Watters
1914-560,US Open,24,Nathaniel William Niles,Douglas S Watters
1914-560,US Open,25,G Humphreys,Crl Swain
1914-560,US Open,26,Jf Hubbard Jr,Norman Everard Brookes
1914-560,US Open,27,Sidney Thayer Jr,William Rosenbaum
1914-560,US Open,28,Al Sands,James S Cushman
1914-560,US Open,29,Cedric A Major,Frank Roche
1914-560,US Open,30,Dick Williams,Hj Schmidt
1914-560,US Open,31,Bill Johnston,Charles M Bull Jr
1914-560,US Open,32,Alfred Stackpole Dabney,Dc Josephs
1914-560,US Open,33,Samuel Howard Voshell,Ad Champlin
1914-560,US Open,34,Robert Leroy,George A Lyon Jr
1914-560,US Open,35,Wa Phillips,A Choteau
1914-560,US Open,36,Olin J Sweet,Je Gignoux
1914-560,US Open,37,Karl Howell Behr,Nm Vose
1914-560,US Open,38,Basil Wagner,Rw Stevenson
1914-560,US Open,39,George Achelis,Thomas Suffern Tailer
1914-560,US Open,40,Harry A Mackinney,Iw Geary Jr
1914-560,US Open,41,Leonard A Beekman,Jc Devereux
1914-560,US Open,42,Frederick T Frelinghuysen,Fs Marden Jr
1914-560,US Open,43,Raymond Demerest Little,Rc Sailer
1914-560,US Open,44,William Jackson Clothier,Cf Watson Jr
1914-560,US Open,45,Harold A Throckmorton,J Harold Randolph
1914-560,US Open,46,Robert Chauncey Seaver,Ld Causey
1914-560,US Open,47,Watty Washburn,Bernard C Law
1914-560,US Open,48,Richard Harte,Wj Wright
1914-560,US Open,49,Hc Owen,William D Bourne
1914-560,US Open,50,K Robottom,Cl Sherman
1914-560,US Open,51,Theodore Roosevelt Pell,George Myers Church
1914-560,US Open,52,Geroge S Groesbeck,Fw Hopkins
1914-560,US Open,53,Rc Thomas,Tony Wilding
1914-560,US Open,54,Harold D Harvey,Gordon Boyd
1914-560,US Open,55,Wallace Ford Johnson,Jh Bruns
1914-560,US Open,56,Lawrence Curtis Ii,Calhoun Cragin
1914-560,US Open,57,Peck Griffin,Wd Brownell
1914-560,US Open,58,Jg Thomas,Boris Yonine
1914-560,US Open,59,Alfred D Hammett,Cc Wistar
1914-560,US Open,60,X Fox,Gardner Beals
1914-560,US Open,61,Efa Morgan,Bill Larned
1914-560,US Open,62,Richard Stevens,Cs Landers
1914-560,US Open,63,Edward R Mccormick,S Wallis Merrihew
1914-560,US Open,64,Gearse Gardner Jr,Ek Swift
1914-560,US Open,65,Cw Smith,Hoffman Nickerson
1914-560,US Open,66,Maurice Evans Mcloughlin,Hk Sturdy Jr
1914-560,US Open,67,Lb Cooper,Richard S Maynard
1914-560,US Open,68,Irving Christian Wright,Walter Merrill Hall
1914-560,US Open,69,Roland Hazard,Vb Miner
1914-560,US Open,70,Ep Pearson,Ej Carey
1914-560,US Open,71,Peter T Wright,Russell J Brown
1914-560,US Open,72,Ezra Gould,Walter Roberts
1914-560,US Open,73,Walter L Pate,R Rowell
1914-560,US Open,74,Robert Lindley Murray,Frank W Paul Jr
1914-560,US Open,75,Harry C Johnson,Bc Hoppin
1914-560,US Open,76,Frederick C Inman,William Dickson Cunningham
1914-560,US Open,77,Edward H Whitney,W E Heyl Jr
1914-560,US Open,78,Gustav F Touchard,Walter L Pate
1914-560,US Open,79,Elia F Fottrell,G Roberts
1914-560,US Open,80,Clinton L Childs,Hg Simmons
1914-560,US Open,81,Dean Mathey,Js Brown Jr
1914-560,US Open,82,Nathaniel William Niles,G Humphreys
1914-560,US Open,83,Sidney Thayer Jr,Jf Hubbard Jr
1914-560,US Open,84,Cedric A Major,Al Sands
1914-560,US Open,85,Dick Williams,Bill Johnston
1914-560,US Open,86,Alfred Stackpole Dabney,Samuel Howard Voshell
1914-560,US Open,87,Robert Leroy,Wa Phillips
1914-560,US Open,88,Karl Howell Behr,Olin J Sweet
1914-560,US Open,89,Robert Lindley Murray,Basil Wagner
1914-560,US Open,90,Harry A Mackinney,George Achelis
1914-560,US Open,91,Leonard A Beekman,Frederick T Frelinghuysen
1914-560,US Open,92,William Jackson Clothier,Raymond Demerest Little
1914-560,US Open,93,Harold A Throckmorton,Robert Chauncey Seaver
1914-560,US Open,94,Watty Washburn,Richard Harte
1914-560,US Open,95,Hc Owen,K Robottom
1914-560,US Open,96,Theodore Roosevelt Pell,Geroge S Groesbeck
1914-560,US Open,97,Harold D Harvey,Rc Thomas
1914-560,US Open,98,Wallace Ford Johnson,Lawrence Curtis Ii
1914-560,US Open,99,Peck Griffin,Jg Thomas
1914-560,US Open,100,Alfred D Hammett,X Fox
1914-560,US Open,101,Richard Stevens,Efa Morgan
1914-560,US Open,102,Gearse Gardner Jr,Edward R Mccormick
1914-560,US Open,103,Maurice Evans Mcloughlin,Cw Smith
1914-560,US Open,104,Irving Christian Wright,Lb Cooper
1914-560,US Open,105,Ep Pearson,Roland Hazard
1914-560,US Open,106,Peter T Wright,Ezra Gould
1914-560,US Open,107,Frederick C Inman,Harry C Johnson
1914-560,US Open,108,Gustav F Touchard,Edward H Whitney
1914-560,US Open,109,Elia F Fottrell,Clinton L Childs
1914-560,US Open,110,Nathaniel William Niles,Dean Mathey
1914-560,US Open,111,Cedric A Major,Sidney Thayer Jr
1914-560,US Open,112,Dick Williams,Alfred Stackpole Dabney
1914-560,US Open,113,Karl Howell Behr,Robert Leroy
1914-560,US Open,114,Robert Lindley Murray,Harry A Mackinney
1914-560,US Open,115,William Jackson Clothier,Leonard A Beekman
1914-560,US Open,116,Watty Washburn,Harold A Throckmorton
1914-560,US Open,117,Theodore Roosevelt Pell,Hc Owen
1914-560,US Open,118,Wallace Ford Johnson,Harold D Harvey
1914-560,US Open,119,Peck Griffin,Alfred D Hammett
1914-560,US Open,120,Gearse Gardner Jr,Richard Stevens
1914-560,US Open,121,Maurice Evans Mcloughlin,Irving Christian Wright
1914-560,US Open,122,Ep Pearson,Peter T Wright
1914-560,US Open,123,Gustav F Touchard,Frederick C Inman
1914-560,US Open,124,Elia F Fottrell,Nathaniel William Niles
1914-560,US Open,125,Dick Williams,Cedric A Major
1914-560,US Open,126,Karl Howell Behr,Robert Lindley Murray
1914-560,US Open,127,William Jackson Clothier,Watty Washburn
1914-560,US Open,128,Wallace Ford Johnson,Theodore Roosevelt Pell
1914-560,US Open,129,Peck Griffin,Gearse Gardner Jr
1914-560,US Open,130,Maurice Evans Mcloughlin,Ep Pearson
1914-560,US Open,131,Elia F Fottrell,Gustav F Touchard
1914-560,US Open,132,Dick Williams,Karl Howell Behr
1914-560,US Open,133,William Jackson Clothier,Wallace Ford Johnson
1914-560,US Open,134,Maurice Evans Mcloughlin,Peck Griffin
1914-560,US Open,135,Dick Williams,Elia F Fottrell
1914-560,US Open,136,Maurice Evans Mcloughlin,William Jackson Clothier
1914-560,US Open,137,Dick Williams,Maurice Evans Mcloughlin
1914-580,Australian Open,1,Athur O Hara Wood,Norman Roberts
1914-580,Australian Open,2,Tim Fitchett,J Horan
1914-580,Australian Open,3,Fe Barritt,Dr Mccutcheon
1914-580,Australian Open,4,Cs Buckley,B Hawthorn
1914-580,Australian Open,5,Rupert C Wertheim,L Todd
1914-580,Australian Open,6,Rodney Wilfrid Heath,S England
1914-580,Australian Open,7,Ln Roebuck,W Marsden
1914-580,Australian Open,8,G Howitt,Fe Frankenberg
1914-580,Australian Open,9,Ronald Victor Thomas,A Foster
1914-580,Australian Open,10,Ln Rainey,H Lemme
1914-580,Australian Open,11,Grover Raz Reid,Cj Watson
1914-580,Australian Open,12,Athur O Hara Wood,Tim Fitchett
1914-580,Australian Open,13,Cs Buckley,Fe Barritt
1914-580,Australian Open,14,Rupert C Wertheim,Herbert Rice
1914-580,Australian Open,15,Roy Taylor,X Stanton
1914-580,Australian Open,16,Rodney Wilfrid Heath,Ln Roebuck
1914-580,Australian Open,17,Ronald Victor Thomas,G Howitt
1914-580,Australian Open,18,Ln Rainey,Grover Raz Reid
1914-580,Australian Open,19,Gerald Leighton Patterson,Captain Lister
1914-580,Australian Open,20,Athur O Hara Wood,Cs Buckley
1914-580,Australian Open,21,Rupert C Wertheim,Roy Taylor
1914-580,Australian Open,22,Rodney Wilfrid Heath,Ronald Victor Thomas
1914-580,Australian Open,23,Gerald Leighton Patterson,Ln Rainey
1914-580,Australian Open,24,Athur O Hara Wood,Rupert C Wertheim
1914-580,Australian Open,25,Gerald Leighton Patterson,Rodney Wilfrid Heath
1914-580,Australian Open,26,Athur O Hara Wood,Gerald Leighton Patterson
1914-D001,Davis Cup WG QF: ANZ vs CAN,1,Norman Everard Brookes,Bernard Schwengers
1914-D001,Davis Cup WG QF: ANZ vs CAN,2,Tony Wilding,Robert Powell
1914-D001,Davis Cup WG QF: ANZ vs CAN,4,Norman Everard Brookes,Robert Powell
1914-D001,Davis Cup WG QF: ANZ vs CAN,5,Tony Wilding,Bernard Schwengers
1914-D002,Davis Cup WG SF: ANZ vs GER,1,Norman Everard Brookes,Otto Froitzheim
1914-D002,Davis Cup WG SF: ANZ vs GER,2,Tony Wilding,Oscar Kreuzer
1914-D002,Davis Cup WG SF: ANZ vs GER,4,Norman Everard Brookes,Oscar Kreuzer
1914-D002,Davis Cup WG SF: ANZ vs GER,5,Tony Wilding,Otto Froitzheim
1914-D003,Davis Cup WG CR: USA vs ANZ,1,Tony Wilding,Richard Norris Williams
1914-D003,Davis Cup WG CR: USA vs ANZ,2,Maurice Mcloughlin,Norman Everard Brookes
1914-D003,Davis Cup WG CR: USA vs ANZ,4,Norman Everard Brookes,Richard Norris Williams
1914-D003,Davis Cup WG CR: USA vs ANZ,5,Maurice Mcloughlin,Tony Wilding
1914-D004,Davis Cup WG QF: GBR vs BEL,1,James Cecil Parke,Georges Watson
1914-D004,Davis Cup WG QF: GBR vs BEL,2,Theodore Michel Mavrogordato,Paul De Borman
1914-D004,Davis Cup WG QF: GBR vs BEL,4,James Cecil Parke,Paul De Borman
1914-D004,Davis Cup WG QF: GBR vs BEL,5,Theodore Michel Mavrogordato,Georges Watson
1914-D005,Davis Cup WG SF: GBR vs FRA,1,Theodore Michel Mavrogordato,Maurice Germot
1914-D005,Davis Cup WG SF: GBR vs FRA,2,James Cecil Parke,Max Decugis
1914-D005,Davis Cup WG SF: GBR vs FRA,4,James Cecil Parke,Maurice Germot
1914-D005,Davis Cup WG SF: GBR vs FRA,5,Theodore Michel Mavrogordato,Max Decugis
1915-560,US Open,1,Louis Graves,Norman G Johnson
1915-560,US Open,2,Ward Dawson,John G Mckay
1915-560,US Open,3,Chuck Garland,William Dickson Cunningham
1915-560,US Open,4,Peck Griffin,Sidney Thayer Jr
1915-560,US Open,5,George William Wightman,Cw Macmullen
1915-560,US Open,6,Edward D Toland,Fenimore Cady
1915-560,US Open,7,James S Oneale Jr,William Blair
1915-560,US Open,8,Bernard C Law,Cedric A Major
1915-560,US Open,9,Douglas S Watters,Aldrick Hubbell Man Jr
1915-560,US Open,10,Hugh Tallant,James W Anderson
1915-560,US Open,11,Bill Johnston,Harold Humphrey Hackett
1915-560,US Open,12,Clarence C Pell,Lf Turnbull
1915-560,US Open,13,Karl Howell Behr,Harry C Martin
1915-560,US Open,14,Gw Phillips,Herbert L Bowman
1915-560,US Open,15,Henry S Parker,Charles Chambers
1915-560,US Open,16,Robert Leroy,William Rosenbaum
1915-560,US Open,17,Rc Thomas,Spencer E Palmer
1915-560,US Open,18,Arthur E Copeland,Js Eaton
1915-560,US Open,19,Tiste Adoue Jr,Paul S Brinsmade
1915-560,US Open,20,Richard Stevens,Am Kidder
1915-560,US Open,21,Frederick C Inman,Clinton L Childs
1915-560,US Open,22,Dick Williams,Adrian Riker
1915-560,US Open,23,Wallace Ford Johnson,Eh Hooker
1915-560,US Open,24,Walter Merrill Hall,Channing G Burrows
1915-560,US Open,25,Craig Biddle,Hw Forster
1915-560,US Open,26,Edmund W Peaslee,Robert C Rand
1915-560,US Open,27,Leonard W Knox,Iw Geary Jr
1915-560,US Open,28,Li Grinnell,Ta Robinson
1915-560,US Open,29,Jh Blackstone,Frank A Fall
1915-560,US Open,30,Walter L Pate,Bf Drake
1915-560,US Open,31,William Rand Iii,Jg Thomas
1915-560,US Open,32,Wi Plitt,B Da Silva
1915-560,US Open,33,Ws Anderson,Stanley P Henshaw
1915-560,US Open,34,Frank Hunter,M Sargeant
1915-560,US Open,35,Gal Dionne,Middleton De Camp
1915-560,US Open,36,Pa Valle,Sr Mcallister
1915-560,US Open,37,Carroll J Post Jr,Fw Cole
1915-560,US Open,38,Js Pfaffman,Russell J Brown
1915-560,US Open,39,Wa Campbell,Felix Doubleday
1915-560,US Open,40,John T Allen,Paul W Gibbons
1915-560,US Open,41,Wh Wood,Rs Stoddart
1915-560,US Open,42,Leonard A Beekman,Ah Allen
1915-560,US Open,43,Dean Mathey,Dudley Roberts
1915-560,US Open,44,Maurice Evans Mcloughlin,Ernest F Kuhn
1915-560,US Open,45,Cl Johnston Jr,Arthur Sterling Cragin
1915-560,US Open,46,Samuel Howard Voshell,Robert B Mcclave
1915-560,US Open,47,Phillip Roberts,Walter Roberts
1915-560,US Open,48,Frederick B Alexander,Nathaniel William Niles
1915-560,US Open,49,Bernon S Prentice,William D Bourne
1915-560,US Open,50,Arthur H Coffey,Harold Swain
1915-560,US Open,51,Ralph L Baggs,Cornelius Boocock
1915-560,US Open,52,Benjamin M Phillips,Ths Andrews
1915-560,US Open,53,Irving Christian Wright,Rj Sommer
1915-560,US Open,54,George Colket Caner,James S Cushman
1915-560,US Open,55,Frederick T Frelinghuysen,Ernest F Thomas Jr
1915-560,US Open,56,Harold D Harvey,Irving Riker
1915-560,US Open,57,Edward H Whitney,Harold A Throckmorton
1915-560,US Open,58,Theodore Roosevelt Pell,X Fox
1915-560,US Open,59,Watty Washburn,Ej Newhouse
1915-560,US Open,60,George Myers Church,George S Mckearin
1915-560,US Open,61,Abraham Bassford Jr,George H Nettleton
1915-560,US Open,62,Charles M Bull Jr,Lyle Evans Mahan
1915-560,US Open,63,Harold A Plummer,Ludlow Van Deventer
1915-560,US Open,64,Fh Harris,Cl Russell
1915-560,US Open,65,Ward Dawson,Louis Graves
1915-560,US Open,66,Peck Griffin,Chuck Garland
1915-560,US Open,67,George William Wightman,Edward D Toland
1915-560,US Open,68,Bernard C Law,James S Oneale Jr
1915-560,US Open,69,Douglas S Watters,Hugh Tallant
1915-560,US Open,70,Bill Johnston,Clarence C Pell
1915-560,US Open,71,Karl Howell Behr,Gw Phillips
1915-560,US Open,72,Robert Leroy,Henry S Parker
1915-560,US Open,73,Rc Thomas,Arthur E Copeland
1915-560,US Open,74,Tiste Adoue Jr,Richard Stevens
1915-560,US Open,75,Dick Williams,Frederick C Inman
1915-560,US Open,76,Walter Merrill Hall,Wallace Ford Johnson
1915-560,US Open,77,Craig Biddle,Edmund W Peaslee
1915-560,US Open,78,Li Grinnell,Leonard W Knox
1915-560,US Open,79,Walter L Pate,Jh Blackstone
1915-560,US Open,80,William Rand Iii,Wi Plitt
1915-560,US Open,81,Frank Hunter,Ws Anderson
1915-560,US Open,82,Gal Dionne,Pa Valle
1915-560,US Open,83,Js Pfaffman,Carroll J Post Jr
1915-560,US Open,84,Wa Campbell,John T Allen
1915-560,US Open,85,Leonard A Beekman,Wh Wood
1915-560,US Open,86,Maurice Evans Mcloughlin,Dean Mathey
1915-560,US Open,87,Samuel Howard Voshell,Cl Johnston Jr
1915-560,US Open,88,Frederick B Alexander,Phillip Roberts
1915-560,US Open,89,Bernon S Prentice,Arthur H Coffey
1915-560,US Open,90,Benjamin M Phillips,Ralph L Baggs
1915-560,US Open,91,Irving Christian Wright,George Colket Caner
1915-560,US Open,92,Frederick T Frelinghuysen,Harold D Harvey
1915-560,US Open,93,Theodore Roosevelt Pell,Edward H Whitney
1915-560,US Open,94,Watty Washburn,George Myers Church
1915-560,US Open,95,Charles M Bull Jr,Abraham Bassford Jr
1915-560,US Open,96,Fh Harris,Harold A Plummer
1915-560,US Open,97,Peck Griffin,Ward Dawson
1915-560,US Open,98,Bernard C Law,George William Wightman
1915-560,US Open,99,Bill Johnston,Douglas S Watters
1915-560,US Open,100,Karl Howell Behr,Robert Leroy
1915-560,US Open,101,Tiste Adoue Jr,Rc Thomas
1915-560,US Open,102,Dick Williams,Walter Merrill Hall
1915-560,US Open,103,Craig Biddle,Li Grinnell
1915-560,US Open,104,William Rand Iii,Walter L Pate
1915-560,US Open,105,Frank Hunter,Gal Dionne
1915-560,US Open,106,Js Pfaffman,Wa Campbell
1915-560,US Open,107,Maurice Evans Mcloughlin,Leonard A Beekman
1915-560,US Open,108,Frederick B Alexander,Samuel Howard Voshell
1915-560,US Open,109,Bernon S Prentice,Benjamin M Phillips
1915-560,US Open,110,Irving Christian Wright,Frederick T Frelinghuysen
1915-560,US Open,111,Theodore Roosevelt Pell,Watty Washburn
1915-560,US Open,112,Charles M Bull Jr,Fh Harris
1915-560,US Open,113,Peck Griffin,Bernard C Law
1915-560,US Open,114,Bill Johnston,Karl Howell Behr
1915-560,US Open,115,Dick Williams,Tiste Adoue Jr
1915-560,US Open,116,William Rand Iii,Craig Biddle
